domain,source
beschaffungsstellen.admin.ch,swh_gov_domains
best-i.vbs.admin.ch,swh_gov_domains
best.vbs.admin.ch,swh_gov_domains
beta-online-services.admin.ch,swh_gov_domains
bewilligungen.admin.ch,swh_gov_domains
bfe-anw.admin.ch,swh_gov_domains
bfe-anws.admin.ch,swh_gov_domains
bfe.admin.ch,swh_gov_domains
bfm.admin.ch,swh_gov_domains
bfs.admin.ch,swh_gov_domains
bfu.admin.ch,swh_gov_domains
bger-activesync.ras.admin.ch,swh_gov_domains
bger-activesync.rastest.admin.ch,swh_gov_domains
bger-intranet-2fa.ssltest.admin.ch,swh_gov_domains
bger-intranet.ssl.admin.ch,swh_gov_domains
bger-si-gt.ras.admin.ch,swh_gov_domains
bger-si-gt.rastest.admin.ch,swh_gov_domains
bger-thinlinc.ras.admin.ch,swh_gov_domains
bger-thinlinc.rastest.admin.ch,swh_gov_domains
bger-tlmail.ras.admin.ch,swh_gov_domains
bger-tlmail.rastest.admin.ch,swh_gov_domains
bger-webmail-2fa.ssltest.admin.ch,swh_gov_domains
bger-webmail.ras.admin.ch,swh_gov_domains
bi-en.admin.ch,swh_gov_domains
bi-in.admin.ch,swh_gov_domains
bi-vp.admin.ch,swh_gov_domains
bi.admin.ch,swh_gov_domains
bi.blw.admin.ch,swh_gov_domains
bit.admin.ch,swh_gov_domains
bit.geo.admin.ch,swh_gov_domains
bitzubis.admin.ch,swh_gov_domains
bj.admin.ch,swh_gov_domains
bk.admin.ch,swh_gov_domains
bkb.admin.ch,swh_gov_domains
bkt.ccis.admin.ch,swh_gov_domains
blog.bwo.admin.ch,swh_gov_domains
blog.cadastre.admin.ch,swh_gov_domains
blog.edoeb.admin.ch,swh_gov_domains
blog.geo.admin.ch,swh_gov_domains
blog.oerebk.admin.ch,swh_gov_domains
blog.stelle.admin.ch,swh_gov_domains
blog.zivi.admin.ch,swh_gov_domains
blv.admin.ch,swh_gov_domains
blw.admin.ch,swh_gov_domains
brz.eda.admin.ch,swh_gov_domains
bsv.admin.ch,swh_gov_domains
bsvlive.admin.ch,swh_gov_domains
btm.admin.ch,swh_gov_domains
bugtracker-i.vbs.admin.ch,swh_gov_domains
bugtracker.vbs.admin.ch,swh_gov_domains
bundespublikationen.admin.ch,swh_gov_domains
bundesreisenzentrale.admin.ch,swh_gov_domains
bundesreisezentrale.admin.ch,swh_gov_domains
burweb.bfs.admin.ch,swh_gov_domains
burweb2-a.admin.ch,swh_gov_domains
burweb2-a.bfs.admin.ch,swh_gov_domains
burweb2-r.admin.ch,swh_gov_domains
burweb2-r.bfs.admin.ch,swh_gov_domains
burweb2.admin.ch,swh_gov_domains
burweb2.bfs.admin.ch,swh_gov_domains
burwebextractionmgmt.bfs.admin.ch,swh_gov_domains
burwebxml.bfs.admin.ch,swh_gov_domains
business-test.bfs.admin.ch,swh_gov_domains
bv34.admin.ch,swh_gov_domains
bvz.admin.ch,swh_gov_domains
bwl-extranet.admin.ch,swh_gov_domains
bwl.admin.ch,swh_gov_domains
bwo.admin.ch,swh_gov_domains
bzpa-a.admin.ch,swh_gov_domains
bzpa.admin.ch,swh_gov_domains
ca-sbpi.seco.admin.ch,swh_gov_domains
ca-sbpp.seco.admin.ch,swh_gov_domains
canis-olympus-i.vbs.admin.ch,swh_gov_domains
canis-olympus-t.vbs.admin.ch,swh_gov_domains
canis-olympus.vbs.admin.ch,swh_gov_domains
carecube-a.bfs.admin.ch,swh_gov_domains
carecube-p.bfs.admin.ch,swh_gov_domains
carecube.bfs.admin.ch,swh_gov_domains
carta.geo.admin.ch,swh_gov_domains
carte.geo.admin.ch,swh_gov_domains
carunfall.admin.ch,swh_gov_domains
cc-gever-wiki.ejpd.admin.ch,swh_gov_domains
ccis.admin.ch,swh_gov_domains
certificate-renewal.a-pki.admin.ch,swh_gov_domains
certificate-renewal.pki.admin.ch,swh_gov_domains
certificate-renewal.r-pki.admin.ch,swh_gov_domains
certificaterenewal.pki.admin.ch,swh_gov_domains
certipro-2fa.ssltest.admin.ch,swh_gov_domains
certipro.ssl.admin.ch,swh_gov_domains
certlogin.ezivi-sh.admin.ch,swh_gov_domains
certlogin.ezivi.admin.ch,swh_gov_domains
certlogin.isceco.admin.ch,swh_gov_domains
certlogin.suissetax.estv.admin.ch,swh_gov_domains
certrenewal.a-pki.admin.ch,swh_gov_domains
certrenewal.pki.admin.ch,swh_gov_domains
cfej.admin.ch,swh_gov_domains
cfig.admin.ch,swh_gov_domains
ch-edoc-passantrag.admin.ch,swh_gov_domains
ch-edoc-reservation.admin.ch,swh_gov_domains
charta.geo.admin.ch,swh_gov_domains
chat.geo.admin.ch,swh_gov_domains
chatworld.eda.admin.ch,swh_gov_domains
chm.mwst-a.estv.admin.ch,swh_gov_domains
chm.mwst.estv.admin.ch,swh_gov_domains
ci.geo.admin.ch,swh_gov_domains
ci.lt.admin.ch,swh_gov_domains
cib-publica-2fa.ssltest.admin.ch,swh_gov_domains
cib-publica.ssl.admin.ch,swh_gov_domains
cib.publica.adr.admin.ch,swh_gov_domains
cidi.bit.admin.ch,swh_gov_domains
classifications.data.admin.ch,swh_gov_domains
cleantech.admin.ch,swh_gov_domains
cmc.a-pki.admin.ch,swh_gov_domains
cmc.pki.admin.ch,swh_gov_domains
cminit.a-pki.admin.ch,swh_gov_domains
cms-a.bfs.admin.ch,swh_gov_domains
cms-a.bk.admin.ch,swh_gov_domains
cms-a1.admin.ch,swh_gov_domains
cms-agroscope-2fa.ssltest.admin.ch,swh_gov_domains
cms-agroscope.ssl.admin.ch,swh_gov_domains
cms-are2.ssl.admin.ch,swh_gov_domains
cms-auth-i.vbs.admin.ch,swh_gov_domains
cms-auth.vbs.admin.ch,swh_gov_domains
cms-bag4.ssl.admin.ch,swh_gov_domains
cms-content-a.admin.ch,swh_gov_domains
cms-content2-a.admin.ch,swh_gov_domains
cms-content3-a.admin.ch,swh_gov_domains
cms-ebg.ssl.admin.ch,swh_gov_domains
cms-efvintra.ssl.admin.ch,swh_gov_domains
cms-etapp-a.admin.ch,swh_gov_domains
cms-etapp-bo-a.admin.ch,swh_gov_domains
cms-etapp-bo-r.admin.ch,swh_gov_domains
cms-etapp-r.admin.ch,swh_gov_domains
cms-etapp.admin.ch,swh_gov_domains
cms-etcount-a.admin.ch,swh_gov_domains
cms-etcount-r.admin.ch,swh_gov_domains
cms-etcount.admin.ch,swh_gov_domains
cms-i.vbs.admin.ch,swh_gov_domains
cms-kmuinfo2.ssl.admin.ch,swh_gov_domains
cms-p1.admin.ch,swh_gov_domains
cms-r1.admin.ch,swh_gov_domains
cms-r2.admin.ch,swh_gov_domains
cms-s.admin.ch,swh_gov_domains
cms-secobf.ssl.admin.ch,swh_gov_domains
cms-secoet3.ssl.admin.ch,swh_gov_domains
cms-suisseid.ssl.admin.ch,swh_gov_domains
cms-t1.admin.ch,swh_gov_domains
cms-t2.admin.ch,swh_gov_domains
cms-t3.admin.ch,swh_gov_domains
cms-temp3.admin.ch,swh_gov_domains
cms.atlas.bfs.admin.ch,swh_gov_domains
cms.bfe.admin.ch,swh_gov_domains
cms.geo.admin.ch,swh_gov_domains
cms.vbs.admin.ch,swh_gov_domains
cmsa.admin.ch,swh_gov_domains
cmsd-a.admin.ch,swh_gov_domains
cmsd-r.admin.ch,swh_gov_domains
cmsd.admin.ch,swh_gov_domains
cmshosting.admin.ch,swh_gov_domains
cmsp-a1.admin.ch,swh_gov_domains
cmsp-p1.admin.ch,swh_gov_domains
cmsp-r.admin.ch,swh_gov_domains
cmsp-r1.admin.ch,swh_gov_domains
cmsp-r2.admin.ch,swh_gov_domains
cmsp-r3.admin.ch,swh_gov_domains
cmsp-s.admin.ch,swh_gov_domains
cmsp-t1.admin.ch,swh_gov_domains
cmsp-t2.admin.ch,swh_gov_domains
cmsp-t3.admin.ch,swh_gov_domains
cmsp1-a.admin.ch,swh_gov_domains
cmsp1-r.admin.ch,swh_gov_domains
cmsp1.admin.ch,swh_gov_domains
cmsp10.admin.ch,swh_gov_domains
cmsp11.admin.ch,swh_gov_domains
cmsp2-a.admin.ch,swh_gov_domains
cmsp2-r.admin.ch,swh_gov_domains
cmsp2.admin.ch,swh_gov_domains
cmsp3-a.admin.ch,swh_gov_domains
cmsp3-r.admin.ch,swh_gov_domains
cmsp3.admin.ch,swh_gov_domains
cmsp4-a.admin.ch,swh_gov_domains
cmsp4-r.admin.ch,swh_gov_domains
cmsp4.admin.ch,swh_gov_domains
cmsp6-a.admin.ch,swh_gov_domains
cmsp6.admin.ch,swh_gov_domains
cmsp7-a.admin.ch,swh_gov_domains
cmsp7.admin.ch,swh_gov_domains
cmsp8-a.admin.ch,swh_gov_domains
cmsp8.admin.ch,swh_gov_domains
cmsp9.admin.ch,swh_gov_domains
cmspa.admin.ch,swh_gov_domains
code-a.admin.ch,swh_gov_domains
code-en.admin.ch,swh_gov_domains
code-in.admin.ch,swh_gov_domains
code-p.admin.ch,swh_gov_domains
code-vp.admin.ch,swh_gov_domains
code.admin.ch,swh_gov_domains
coff-ekff.admin.ch,swh_gov_domains
coi-wiki.bfm.admin.ch,swh_gov_domains
collab-a.astra.admin.ch,swh_gov_domains
collab-a.bfe.admin.ch,swh_gov_domains
collab-t.astra.admin.ch,swh_gov_domains
collab.astra.admin.ch,swh_gov_domains
collab.bfe.admin.ch,swh_gov_domains
collab2.astra.admin.ch,swh_gov_domains
collab2.bfe.admin.ch,swh_gov_domains
collaboration.eda.admin.ch,swh_gov_domains
comcom.admin.ch,swh_gov_domains
commonapps.eda.admin.ch,swh_gov_domains
communes.bfs.admin.ch,swh_gov_domains
compass.bsv.admin.ch,swh_gov_domains
confluence-a.estv.admin.ch,swh_gov_domains
confluence.estv.admin.ch,swh_gov_domains
connect.bakom.admin.ch,swh_gov_domains
consommation.admin.ch,swh_gov_domains
consumo.admin.ch,swh_gov_domains
csr.a-pki.admin.ch,swh_gov_domains
csr.pki.admin.ch,swh_gov_domains
ctianalytics-a.kti.admin.ch,swh_gov_domains
ctianalytics.kti.admin.ch,swh_gov_domains
ctiprojects-en.admin.ch,swh_gov_domains
ctiprojects-in.admin.ch,swh_gov_domains
ctiprojects-sh.admin.ch,swh_gov_domains
ctiprojects-vp.admin.ch,swh_gov_domains
ctiprojects.admin.ch,swh_gov_domains
cug-ir.efk.admin.ch,swh_gov_domains
cug-kt.efk.admin.ch,swh_gov_domains
cug.efk.admin.ch,swh_gov_domains
cvtool.eda.admin.ch,swh_gov_domains
cw2015.eda.admin.ch,swh_gov_domains
cybercrime.admin.ch,swh_gov_domains
cyberlg.vtg.admin.ch,swh_gov_domains
d-nsbs-a.admin.ch,swh_gov_domains
d-nsbs-p.admin.ch,swh_gov_domains
d-nsbs-r.admin.ch,swh_gov_domains
dam-a.admin.ch,swh_gov_domains
dam.admin.ch,swh_gov_domains
dashboard.geo.admin.ch,swh_gov_domains
data.admin.ch,swh_gov_domains
datareg.admin.ch,swh_gov_domains
dav0.bgdi.admin.ch,swh_gov_domains
db-alp.admin.ch,swh_gov_domains
db.geo.admin.ch,swh_gov_domains
dbadmin-i.vbs.admin.ch,swh_gov_domains
dbadmin.vbs.admin.ch,swh_gov_domains
defr.admin.ch,swh_gov_domains
demo.eiam-a.admin.ch,swh_gov_domains
demo.eiam-r.admin.ch,swh_gov_domains
demo.eiam.admin.ch,swh_gov_domains
demo.geo.admin.ch,swh_gov_domains
demo.lt.admin.ch,swh_gov_domains
deploy.geo.admin.ch,swh_gov_domains
deposit.e-helvetica.nb.admin.ch,swh_gov_domains
dev.bgdi.admin.ch,swh_gov_domains
dev.geo.admin.ch,swh_gov_domains
dev.lt.admin.ch,swh_gov_domains
dev.regress.admin.ch,swh_gov_domains
dev.ssltest.admin.ch,swh_gov_domains
deza.admin.ch,swh_gov_domains
dfae.admin.ch,swh_gov_domains
dialin.admin.ch,swh_gov_domains
dialin.eda.admin.ch,swh_gov_domains
digame.mediathek.admin.ch,swh_gov_domains
digipen.bazl.admin.ch,swh_gov_domains
dmailhost.admin.ch,swh_gov_domains
documents-scms.a-pki.admin.ch,swh_gov_domains
documents.scms.pki.admin.ch,swh_gov_domains
dores.admin.ch,swh_gov_domains
download.a-pki.admin.ch,swh_gov_domains
dppoc-gateway-r.admin.ch,swh_gov_domains
duke-i.vbs.admin.ch,swh_gov_domains
duke-test.vbs.admin.ch,swh_gov_domains
duke.vbs.admin.ch,swh_gov_domains
dwh1-2fa.ssltest.admin.ch,swh_gov_domains
dwh1-sec.ssl.admin.ch,swh_gov_domains
dwh1-smartcard.ssl.admin.ch,swh_gov_domains
dwh1-smartcard.ssltest.admin.ch,swh_gov_domains
dynamo.geo.admin.ch,swh_gov_domains
e-cites-a.admin.ch,swh_gov_domains
e-cites-a2.admin.ch,swh_gov_domains
e-cites.admin.ch,swh_gov_domains
e-commerce-guide.admin.ch,swh_gov_domains
e-dec-web-a.ezv.admin.ch,swh_gov_domains
e-dec-web-a.ssl.admin.ch,swh_gov_domains
e-dec-web-a.ssltest.admin.ch,swh_gov_domains
e-dec-web-r.ezv.admin.ch,swh_gov_domains
e-dec-web.ezv.admin.ch,swh_gov_domains
e-dec-web.ssl.admin.ch,swh_gov_domains
e-helvetica-a.nb.admin.ch,swh_gov_domains
e-helvetica-r.nb.admin.ch,swh_gov_domains
e-helvetica.nb.admin.ch,swh_gov_domains
e-parl.admin.ch,swh_gov_domains
e-service.admin.ch,swh_gov_domains
eaer.admin.ch,swh_gov_domains
eak.admin.ch,swh_gov_domains
eap-r.rastest.admin.ch,swh_gov_domains
eap.rastest.admin.ch,swh_gov_domains
eas.mwp.vtg.admin.ch,swh_gov_domains
east.mwp.vtg.admin.ch,swh_gov_domains
eav.admin.ch,swh_gov_domains
ebanking.skb.admin.ch,swh_gov_domains
ebd.abn.ezv.admin.ch,swh_gov_domains
ebd.ezv.admin.ch,swh_gov_domains
ebd.prod.ezv.admin.ch,swh_gov_domains
ebd.ref.ezv.admin.ch,swh_gov_domains
ebegleitdokumente.app.atlantica.admin.ch,swh_gov_domains
ebg.admin.ch,swh_gov_domains
ebglive.admin.ch,swh_gov_domains
ecensus-a.admin.ch,swh_gov_domains
ecogen.admin.ch,swh_gov_domains
eda.admin.ch,swh_gov_domains
edavis.eda.admin.ch,swh_gov_domains
edb-a.admin.ch,swh_gov_domains
edb-r.admin.ch,swh_gov_domains
edb.admin.ch,swh_gov_domains
edec-a.ezv.admin.ch,swh_gov_domains
edec-r.ezv.admin.ch,swh_gov_domains
edec.ezv.admin.ch,swh_gov_domains
edez.ezv.admin.ch,swh_gov_domains
edge.eda.admin.ch,swh_gov_domains
edi-ekr.admin.ch,swh_gov_domains
edi.admin.ch,swh_gov_domains
edoc-ejpd.pki.admin.ch,swh_gov_domains
edoeb.admin.ch,swh_gov_domains
edu.evera.eda.admin.ch,swh_gov_domains
edu.gwr.bfs.admin.ch,swh_gov_domains
eduadmin.bit.admin.ch,swh_gov_domains
educms.admin.ch,swh_gov_domains
eek.admin.ch,swh_gov_domains
efbs.admin.ch,swh_gov_domains
efd.admin.ch,swh_gov_domains
efk-test.admin.ch,swh_gov_domains
efk.admin.ch,swh_gov_domains
eformular-a.admin.ch,swh_gov_domains
eformular.admin.ch,swh_gov_domains
efv.admin.ch,swh_gov_domains
egate.admin.ch,swh_gov_domains
egov.evd.admin.ch,swh_gov_domains
egris.admin.ch,swh_gov_domains
eis-in.zivi.admin.ch,swh_gov_domains
eis.zivi.admin.ch,swh_gov_domains
eisbrecher.bit.admin.ch,swh_gov_domains
ejpd.admin.ch,swh_gov_domains
ejpdxn0030.admin.ch,swh_gov_domains
ekf.admin.ch,swh_gov_domains
ekff-coff.admin.ch,swh_gov_domains
ekff.admin.ch,swh_gov_domains
ekkj.admin.ch,swh_gov_domains
ekm.admin.ch,swh_gov_domains
ekt.ccis.admin.ch,swh_gov_domains
ekwto.admin.ch,swh_gov_domains
elcom.admin.ch,swh_gov_domains
elcomdata-a.admin.ch,swh_gov_domains
elcomdata-t.admin.ch,swh_gov_domains
elcomdata.admin.ch,swh_gov_domains
elearning.sem.admin.ch,swh_gov_domains
elections.admin.ch,swh_gov_domains
elezioni.admin.ch,swh_gov_domains
elic-client.admin.ch,swh_gov_domains
elic-en.admin.ch,swh_gov_domains
elic-idm.admin.ch,swh_gov_domains
elic-in.admin.ch,swh_gov_domains
