domain,source
mail.pdp.gov.sk,swh_gov_domains
mail.reserves.gov.sk,swh_gov_domains
mail.vicepremier.gov.sk,swh_gov_domains
metais-test.finance.gov.sk,swh_gov_domains
metais-test.vicepremier.gov.sk,swh_gov_domains
metais.finance.gov.sk,swh_gov_domains
metais.vicepremier.gov.sk,swh_gov_domains
metais2-test.finance.gov.sk,swh_gov_domains
metais2-test.vicepremier.gov.sk,swh_gov_domains
metais2.finance.gov.sk,swh_gov_domains
metais2.vicepremier.gov.sk,swh_gov_domains
mod.gov.sk,swh_gov_domains
monitoring.vlada.gov.sk,swh_gov_domains
mps.sudnarada.gov.sk,swh_gov_domains
mydata-test.gov.sk,swh_gov_domains
mydata.gov.sk,swh_gov_domains
narodnostnemensiny.gov.sk,swh_gov_domains
nases.gov.sk,swh_gov_domains
nbu.gov.sk,swh_gov_domains
nebojsa.gov.sk,swh_gov_domains
new.skolenia.nases.gov.sk,swh_gov_domains
ng2karantena1.gov.sk,swh_gov_domains
ng2karantena2.gov.sk,swh_gov_domains
nip.gov.sk,swh_gov_domains
nku.gov.sk,swh_gov_domains
norwaygrants.gov.sk,swh_gov_domains
novaobalka.gov.sk,swh_gov_domains
npdi.gov.sk,swh_gov_domains
npise.gov.sk,swh_gov_domains
nptops.gov.sk,swh_gov_domains
nptos.gov.sk,swh_gov_domains
nro.vicepremier.gov.sk,swh_gov_domains
obcan.justice.gov.sk,swh_gov_domains
obcan.upsvr.gov.sk,swh_gov_domains
objednavky.vlada.gov.sk,swh_gov_domains
oek-msp.ekolky.gov.sk,swh_gov_domains
olaf.gov.sk,swh_gov_domains
olaf.vlada.gov.sk,swh_gov_domains
old.korona.gov.sk,swh_gov_domains
oos.telecom.gov.sk,swh_gov_domains
opatrenia.korona.gov.sk,swh_gov_domains
opii.gov.sk,swh_gov_domains
opis.gov.sk,swh_gov_domains
optp.vlada.gov.sk,swh_gov_domains
otvorenavlada.gov.sk,swh_gov_domains
oversi.gov.sk,swh_gov_domains
owa.vlada.gov.sk,swh_gov_domains
pamiatky.gov.sk,swh_gov_domains
podnikatel.upsvr.gov.sk,swh_gov_domains
portal.employment.gov.sk,swh_gov_domains
portal.gov.sk,swh_gov_domains
post.employment.gov.sk,swh_gov_domains
posta.employment.gov.sk,swh_gov_domains
posta.nbu.gov.sk,swh_gov_domains
posta.upsvr.gov.sk,swh_gov_domains
predsedavlady.gov.sk,swh_gov_domains
predsedavladysr.gov.sk,swh_gov_domains
premier.gov.sk,swh_gov_domains
premierkasr.gov.sk,swh_gov_domains
prezident.gov.sk,swh_gov_domains
prieskumy.vlada.gov.sk,swh_gov_domains
ptsp.nbu.gov.sk,swh_gov_domains
ra.nbu.gov.sk,swh_gov_domains
radaprestatnusluzbu.vlada.gov.sk,swh_gov_domains
radavladylp.gov.sk,swh_gov_domains
rancid.gov.sk,swh_gov_domains
rdp.health.gov.sk,swh_gov_domains
registerkultury.gov.sk,swh_gov_domains
registre.indprop.gov.sk,swh_gov_domains
reserves.gov.sk,swh_gov_domains
rodinaapraca.gov.sk,swh_gov_domains
safework.gov.sk,swh_gov_domains
sdusht.telecom.gov.sk,swh_gov_domains
sepavs.gov.sk,swh_gov_domains
servicedesk.gov.sk,swh_gov_domains
sfm.government.gov.sk,swh_gov_domains
sfm.vlada.gov.sk,swh_gov_domains
sharefile.health.gov.sk,swh_gov_domains
sia.gov.sk,swh_gov_domains
skolenia-cvh.vlada.gov.sk,swh_gov_domains
smartcity.gov.sk,swh_gov_domains
smtp.culture.gov.sk,swh_gov_domains
socialnaekonomika.gov.sk,swh_gov_domains
socialnepodnikanie.gov.sk,swh_gov_domains
socialnepodniky.gov.sk,swh_gov_domains
socialnypodnik.gov.sk,swh_gov_domains
sp-test.finance.gov.sk,swh_gov_domains
sp-test.vicepremier.gov.sk,swh_gov_domains
sp.finance.gov.sk,swh_gov_domains
sp.vicepremier.gov.sk,swh_gov_domains
sport.vlada.gov.sk,swh_gov_domains
sportovesrdceslovenska.vlada.gov.sk,swh_gov_domains
